instance_id,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
1016,singer,"SELECT Citizenship ,  max(Net_Worth_Millions) FROM singer GROUP BY Citizenship",Show different citizenships and the maximum net worth of singers of each citizenship.,"['SELECT', 'Citizenship', ',', 'max', '(', 'Net_Worth_Millions', ')', 'FROM', 'singer', 'GROUP', 'BY', 'Citizenship']","['select', 'citizenship', ',', 'max', '(', 'net_worth_millions', ')', 'from', 'singer', 'group', 'by', 'citizenship']","['Show', 'different', 'citizenships', 'and', 'the', 'maximum', 'net', 'worth', 'of', 'singers', 'of', 'each', 'citizenship', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show different citizenships and the maximum net worth of singers of each citizenship. <query> "," <strong>SELECT citizenship ,  MAX(net_worth) FROM singer GROUP BY citizenship</strong>"
1017,singer,"SELECT Citizenship ,  max(Net_Worth_Millions) FROM singer GROUP BY Citizenship","For each citizenship, what is the maximum net worth?","['SELECT', 'Citizenship', ',', 'max', '(', 'Net_Worth_Millions', ')', 'FROM', 'singer', 'GROUP', 'BY', 'Citizenship']","['select', 'citizenship', ',', 'max', '(', 'net_worth_millions', ')', 'from', 'singer', 'group', 'by', 'citizenship']","['For', 'each', 'citizenship', ',', 'what', 'is', 'the', 'maximum', 'net', 'worth', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> For each citizenship, what is the maximum net worth? <query> "," <strong>SELECT citizenship ,  max(net_worth) FROM customers GROUP BY citizenship</strong>"
1018,singer,"SELECT T2.Title ,  T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID",Show titles of songs and names of singers.,"['SELECT', 'T2.Title', ',', 'T1.Name', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID']","['select', 't2', '.', 'title', ',', 't1', '.', 'name', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id']","['Show', 'titles', 'of', 'songs', 'and', 'names', 'of', 'singers', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show titles of songs and names of singers. <query> "," <strong>SELECT title ,  name FROM song AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id</strong>"
1019,singer,"SELECT T2.Title ,  T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID",What are the song titles and singer names?,"['SELECT', 'T2.Title', ',', 'T1.Name', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID']","['select', 't2', '.', 'title', ',', 't1', '.', 'name', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id']","['What', 'are', 'the', 'song', 'titles', 'and', 'singer', 'names', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the song titles and singer names? <query> "," <strong>SELECT Song_Title ,  Singer_Name FROM Songs</strong>"
1020,singer,SELECT DISTINCT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID WHERE T2.Sales  >  300000,Show distinct names of singers that have songs with sales more than 300000.,"['SELECT', 'DISTINCT', 'T1.Name', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID', 'WHERE', 'T2.Sales', '>', '300000']","['select', 'distinct', 't1', '.', 'name', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'where', 't2', '.', 'sales', '>', 'value']","['Show', 'distinct', 'names', 'of', 'singers', 'that', 'have', 'songs', 'with', 'sales', 'more', 'than', '300000', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show distinct names of singers that have songs with sales more than 300000. <query> ",<strong>SELECT DISTINCT name FROM singer WHERE sales > 300000</strong>
1021,singer,SELECT DISTINCT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID WHERE T2.Sales  >  300000,what are the different names of the singers that have sales more than 300000?,"['SELECT', 'DISTINCT', 'T1.Name', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID', 'WHERE', 'T2.Sales', '>', '300000']","['select', 'distinct', 't1', '.', 'name', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'where', 't2', '.', 'sales', '>', 'value']","['what', 'are', 'the', 'different', 'names', 'of', 'the', 'singers', 'that', 'have', 'sales', 'more', 'than', '300000', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> what are the different names of the singers that have sales more than 300000? <query> ",<strong>SELECT DISTINCT name FROM Singer WHERE sales  >  300000</strong>
1022,singer,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name HAVING COUNT(*)  >  1,Show the names of singers that have more than one song.,"['SELECT', 'T1.Name', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID', 'GROUP', 'BY', 'T1.Name', 'HAVING', 'COUNT', '(', '*', ')', '>', '1']","['select', 't1', '.', 'name', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'group', 'by', 't1', '.', 'name', 'having', 'count', '(', '*', ')', '>', 'value']","['Show', 'the', 'names', 'of', 'singers', 'that', 'have', 'more', 'than', 'one', 'song', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the names of singers that have more than one song. <query> ",<strong>SELECT T1.name FROM Singer AS T1 JOIN Song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.name HAVING count(*)  >  1</strong>
1023,singer,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name HAVING COUNT(*)  >  1,What are the names of the singers that have more than one songs?,"['SELECT', 'T1.Name', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID', 'GROUP', 'BY', 'T1.Name', 'HAVING', 'COUNT', '(', '*', ')', '>', '1']","['select', 't1', '.', 'name', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'group', 'by', 't1', '.', 'name', 'having', 'count', '(', '*', ')', '>', 'value']","['What', 'are', 'the', 'names', 'of', 'the', 'singers', 'that', 'have', 'more', 'than', 'one', 'songs', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the singers that have more than one songs? <query> ",<strong>SELECT T1.name FROM Singer AS T1 JOIN Song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.name HAVING count(*)  >  1</strong>
1024,singer,"SELECT T1.Name ,  sum(T2.Sales) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name",Show the names of singers and the total sales of their songs.,"['SELECT', 'T1.Name', ',', 'sum', '(', 'T2.Sales', ')', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID', 'GROUP', 'BY', 'T1.Name']","['select', 't1', '.', 'name', ',', 'sum', '(', 't2', '.', 'sales', ')', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'group', 'by', 't1', '.', 'name']","['Show', 'the', 'names', 'of', 'singers', 'and', 'the', 'total', 'sales', 'of', 'their', 'songs', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the names of singers and the total sales of their songs. <query> "," <strong>SELECT T1.name ,  sum(T1.sales) FROM Singer AS T1 JOIN Song AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T1.name</strong>"
1025,singer,"SELECT T1.Name ,  sum(T2.Sales) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name","For each singer name, what is the total sales for their songs?","['SELECT', 'T1.Name', ',', 'sum', '(', 'T2.Sales', ')', 'FROM', 'singer', 'AS', 'T1', 'JOIN', 'song', 'AS', 'T2', 'ON', 'T1.Singer_ID', '=', 'T2.Singer_ID', 'GROUP', 'BY', 'T1.Name']","['select', 't1', '.', 'name', ',', 'sum', '(', 't2', '.', 'sales', ')', 'from', 'singer', 'as', 't1', 'join', 'song', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'group', 'by', 't1', '.', 'name']","['For', 'each', 'singer', 'name', ',', 'what', 'is', 'the', 'total', 'sales', 'for', 'their', 'songs', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> For each singer name, what is the total sales for their songs? <query> "," <strong>SELECT Singer_Name ,  sum(Sales) FROM songs GROUP BY Singer_Name</strong>"
1026,singer,SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song),List the name of singers that do not have any song.,"['SELECT', 'Name', 'FROM', 'singer', 'WHERE', 'Singer_ID', 'NOT', 'IN', '(', 'SELECT', 'Singer_ID', 'FROM', 'song', ')']","['select', 'name', 'from', 'singer', 'where', 'singer_id', 'not', 'in', '(', 'select', 'singer_id', 'from', 'song', ')']","['List', 'the', 'name', 'of', 'singers', 'that', 'do', 'not', 'have', 'any', 'song', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List the name of singers that do not have any song. <query> ",<strong>SELECT T1.name FROM Singer AS T1 LEFT JOIN Song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.name HAVING count(*)  =  0</strong>
1027,singer,SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song),What is the sname of every sing that does not have any song?,"['SELECT', 'Name', 'FROM', 'singer', 'WHERE', 'Singer_ID', 'NOT', 'IN', '(', 'SELECT', 'Singer_ID', 'FROM', 'song', ')']","['select', 'name', 'from', 'singer', 'where', 'singer_id', 'not', 'in', '(', 'select', 'singer_id', 'from', 'song', ')']","['What', 'is', 'the', 'sname', 'of', 'every', 'sing', 'that', 'does', 'not', 'have', 'any', 'song', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the sname of every sing that does not have any song? <query> ",<strong>SELECT T1.sname FROM sing AS T1 WHERE T1.sname NOT IN (SELECT T2.sname FROM song AS T2)</strong>
1028,singer,SELECT Citizenship FROM singer WHERE Birth_Year  <  1945 INTERSECT SELECT Citizenship FROM singer WHERE Birth_Year  >  1955,Show the citizenship shared by singers with birth year before 1945 and after 1955.,"['SELECT', 'Citizenship', 'FROM', 'singer', 'WHERE', 'Birth_Year', '<', '1945', 'INTERSECT', 'SELECT', 'Citizenship', 'FROM', 'singer', 'WHERE', 'Birth_Year', '>', '1955']","['select', 'citizenship', 'from', 'singer', 'where', 'birth_year', '<', 'value', 'intersect', 'select', 'citizenship', 'from', 'singer', 'where', 'birth_year', '>', 'value']","['Show', 'the', 'citizenship', 'shared', 'by', 'singers', 'with', 'birth', 'year', 'before', '1945', 'and', 'after', '1955', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the citizenship shared by singers with birth year before 1945 and after 1955. <query> ",<strong>SELECT citizenship FROM singer WHERE birth_year BETWEEN 1945 AND 1955</strong>
1029,singer,SELECT Citizenship FROM singer WHERE Birth_Year  <  1945 INTERSECT SELECT Citizenship FROM singer WHERE Birth_Year  >  1955,What are the citizenships that are shared by singers with a birth year before 1945 and after 1955?,"['SELECT', 'Citizenship', 'FROM', 'singer', 'WHERE', 'Birth_Year', '<', '1945', 'INTERSECT', 'SELECT', 'Citizenship', 'FROM', 'singer', 'WHERE', 'Birth_Year', '>', '1955']","['select', 'citizenship', 'from', 'singer', 'where', 'birth_year', '<', 'value', 'intersect', 'select', 'citizenship', 'from', 'singer', 'where', 'birth_year', '>', 'value']","['What', 'are', 'the', 'citizenships', 'that', 'are', 'shared', 'by', 'singers', 'with', 'a', 'birth', 'year', 'before', '1945', 'and', 'after', '1955', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the citizenships that are shared by singers with a birth year before 1945 and after 1955? <query> ",<strong>SELECT citizenship FROM singer WHERE birth_year BETWEEN 1945 AND 1955 GROUP BY citizenship</strong>
1030,real_estate_properties,SELECT count(*) FROM Other_Available_Features,How many available features are there in total?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Other_Available_Features']","['select', 'count', '(', '*', ')', 'from', 'other_available_features']","['How', 'many', 'available', 'features', 'are', 'there', 'in', 'total', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many available features are there in total? <query> ",<strong>SELECT count(*) FROM feature WHERE available_at_launch_date IS NOT NULL</strong>
1031,real_estate_properties,"SELECT T2.feature_type_name FROM Other_Available_Features AS T1 JOIN Ref_Feature_Types AS T2 ON T1.feature_type_code  =  T2.feature_type_code WHERE T1.feature_name  =  ""AirCon""",What is the feature type name of feature AirCon?,"['SELECT', 'T2.feature_type_name', 'FROM', 'Other_Available_Features', 'AS', 'T1', 'JOIN', 'Ref_Feature_Types', 'AS', 'T2', 'ON', 'T1.feature_type_code', '=', 'T2.feature_type_code', 'WHERE', 'T1.feature_name', '=', '``', 'AirCon', ""''""]","['select', 't2', '.', 'feature_type_name', 'from', 'other_available_features', 'as', 't1', 'join', 'ref_feature_types', 'as', 't2', 'on', 't1', '.', 'feature_type_code', '=', 't2', '.', 'feature_type_code', 'where', 't1', '.', 'feature_name', '=', 'value']","['What', 'is', 'the', 'feature', 'type', 'name', 'of', 'feature', 'AirCon', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the feature type name of feature AirCon? <query> ",<strong>SELECT Feature_Type_Name FROM Feature WHERE Feature_Name  =  'AirCon'</strong>
