instance_number,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
888,network_1,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,Show the names of high schoolers who have at least 3 friends.,"['SELECT', 'T2.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'GROUP', 'BY', 'T1.student_id', 'HAVING', 'count', '(', '*', ')', '>', '=', '3']","['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['Show', 'the', 'names', 'of', 'high', 'schoolers', 'who', 'have', 'at', 'least', '3', 'friends', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the names of high schoolers who have at least 3 friends. <query> ", <query>SELECT DISTINCT nameFROM high_schoolersWHERE id IN (  SELECT friend_id  FROM friends  WHERE friend_id IN (    SELECT friend_id    FROM friends    WHERE friend_id IN (      SELECT friend_id      FROM friends      WHERE friend_id IN (        SELECT friend_id        FROM friends        WHERE friend_id IN (          SELECT friend_id          FROM friends          WHERE friend_id IN (            SELECT friend_id            FROM friends            WHERE friend_id IN (              SELECT friend_id              FROM friends              WHERE friend_id IN (                SELECT friend_id                FROM friends                WHERE friend_id IN (                  SELECT friend_id                  FROM friends                  WHERE friend_id IN (                    SELECT friend_id                    FROM friends                    WHERE friend_id IN (                      SELECT friend_id                      FROM friends                      WHERE friend_id IN (                        SELECT friend_id                        FROM friends                        WHERE friend_id IN (                          SELECT friend_id                          FROM friends                          WHERE friend_id IN (                            SELECT friend_id                            FROM friends                            WHERE friend_id IN (                              SELECT friend_id                              FROM friends                              WHERE friend_id IN (                                SELECT friend_id                                FROM friends                                WHERE friend_id IN (                                  SELECT friend_id                                  FROM friends                                  WHERE friend_id IN (                                    SELECT friend_id                                    FROM friends                                    WHERE friend_id IN (                                      SELECT friend_id                                      FROM friends                                      WHERE friend_id IN (                                        SELECT friend_id                                        FROM friends                                        WHERE friend_id IN (                                          SELECT friend_id                                          FROM friends                                          WHERE friend_id IN (                                            SELECT friend_id                                            FROM friends                                            WHERE friend_id IN (                                              SELECT friend_id                                              FROM friends                                              WHERE friend_id IN (                                                SELECT friend
889,network_1,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,What are the names of high schoolers who have 3 or more friends?,"['SELECT', 'T2.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'GROUP', 'BY', 'T1.student_id', 'HAVING', 'count', '(', '*', ')', '>', '=', '3']","['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'high', 'schoolers', 'who', 'have', '3', 'or', 'more', 'friends', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of high schoolers who have 3 or more friends? <query> ",SELECT DISTINCT nameFROM high_schoolWHERE id IN (  SELECT friend_id  FROM friendships  WHERE student_id IN (    SELECT id    FROM high_school    WHERE name LIKE '%high%'  )  GROUP BY friend_id  HAVING COUNT(friend_id) >= 3)
890,network_1,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",Show the names of all of the high schooler Kyle's friends.,"['SELECT', 'T3.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'JOIN', 'Highschooler', 'AS', 'T3', 'ON', 'T1.friend_id', '=', 'T3.id', 'WHERE', 'T2.name', '=', '``', 'Kyle', ""''""]","['select', 't3', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'join', 'highschooler', 'as', 't3', 'on', 't1', '.', 'friend_id', '=', 't3', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']","['Show', 'the', 'names', 'of', 'all', 'of', 'the', 'high', 'schooler', 'Kyle', ""'s"", 'friends', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the names of all of the high schooler Kyle's friends. <query> ",    SELECT name    FROM friend    WHERE id = (SELECT id                FROM high_schooler                WHERE name = 'Kyle')
891,network_1,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",Return the names of friends of the high school student Kyle.,"['SELECT', 'T3.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'JOIN', 'Highschooler', 'AS', 'T3', 'ON', 'T1.friend_id', '=', 'T3.id', 'WHERE', 'T2.name', '=', '``', 'Kyle', ""''""]","['select', 't3', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'join', 'highschooler', 'as', 't3', 'on', 't1', '.', 'friend_id', '=', 't3', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']","['Return', 'the', 'names', 'of', 'friends', 'of', 'the', 'high', 'school', 'student', 'Kyle', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the names of friends of the high school student Kyle. <query> ",    SELECT name    FROM friend    WHERE id IN (SELECT id                 FROM high_school_friends                 WHERE name = 'Kyle')
892,network_1,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",How many friends does the high school student Kyle have?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'WHERE', 'T2.name', '=', '``', 'Kyle', ""''""]","['select', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']","['How', 'many', 'friends', 'does', 'the', 'high', 'school', 'student', 'Kyle', 'have', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many friends does the high school student Kyle have? <query> ",
893,network_1,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",Count the number of friends Kyle has.,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'WHERE', 'T2.name', '=', '``', 'Kyle', ""''""]","['select', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']","['Count', 'the', 'number', 'of', 'friends', 'Kyle', 'has', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Count the number of friends Kyle has. <query> ",    SELECT COUNT(friend_id)    FROM friendships    WHERE user_id = 1 
894,network_1,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,Show ids of all students who do not have any friends.,"['SELECT', 'id', 'FROM', 'Highschooler', 'EXCEPT', 'SELECT', 'student_id', 'FROM', 'Friend']","['select', 'id', 'from', 'highschooler', 'except', 'select', 'student_id', 'from', 'friend']","['Show', 'ids', 'of', 'all', 'students', 'who', 'do', 'not', 'have', 'any', 'friends', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show ids of all students who do not have any friends. <query> ",SELECT student_idFROM studentWHERE NOT EXISTS (SELECT * FROM friend WHERE friend.student_id = student.student_id)
895,network_1,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,What are the ids of high school students who do not have friends?,"['SELECT', 'id', 'FROM', 'Highschooler', 'EXCEPT', 'SELECT', 'student_id', 'FROM', 'Friend']","['select', 'id', 'from', 'highschooler', 'except', 'select', 'student_id', 'from', 'friend']","['What', 'are', 'the', 'ids', 'of', 'high', 'school', 'students', 'who', 'do', 'not', 'have', 'friends', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the ids of high school students who do not have friends? <query> ",SELECT DISTINCT idFROM high_school_studentsWHERE id NOT IN (SELECT friend_id                 FROM friends                 WHERE student_id IN (SELECT id                                      FROM high_school_students))
896,network_1,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,Show names of all high school students who do not have any friends.,"['SELECT', 'name', 'FROM', 'Highschooler', 'EXCEPT', 'SELECT', 'T2.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id']","['select', 'name', 'from', 'highschooler', 'except', 'select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id']","['Show', 'names', 'of', 'all', 'high', 'school', 'students', 'who', 'do', 'not', 'have', 'any', 'friends', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show names of all high school students who do not have any friends. <query> ",SELECT DISTINCT s.nameFROM student sWHERE NOT EXISTS (SELECT *                  FROM friend f                  WHERE f.student_id1 = s.id                    AND f.student_id2 IN (SELECT id                                          FROM student))
897,network_1,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,What are the names of students who have no friends?,"['SELECT', 'name', 'FROM', 'Highschooler', 'EXCEPT', 'SELECT', 'T2.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id']","['select', 'name', 'from', 'highschooler', 'except', 'select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id']","['What', 'are', 'the', 'names', 'of', 'students', 'who', 'have', 'no', 'friends', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of students who have no friends? <query> ",      SELECT name      FROM student      WHERE NOT EXISTS (SELECT * FROM friend WHERE friend.student_id = student.id)    
898,network_1,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,Show the ids of high schoolers who have friends and are also liked by someone else.,"['SELECT', 'student_id', 'FROM', 'Friend', 'INTERSECT', 'SELECT', 'liked_id', 'FROM', 'Likes']","['select', 'student_id', 'from', 'friend', 'intersect', 'select', 'liked_id', 'from', 'likes']","['Show', 'the', 'ids', 'of', 'high', 'schoolers', 'who', 'have', 'friends', 'and', 'are', 'also', 'liked', 'by', 'someone', 'else', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the ids of high schoolers who have friends and are also liked by someone else. <query> ",SELECT DISTINCT hs.idFROM high_schooler hsJOIN friend f ON hs.id = f.idJOIN like l ON l.friend_id = f.friend_id
899,network_1,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,What are the ids of students who both have friends and are liked?,"['SELECT', 'student_id', 'FROM', 'Friend', 'INTERSECT', 'SELECT', 'liked_id', 'FROM', 'Likes']","['select', 'student_id', 'from', 'friend', 'intersect', 'select', 'liked_id', 'from', 'likes']","['What', 'are', 'the', 'ids', 'of', 'students', 'who', 'both', 'have', 'friends', 'and', 'are', 'liked', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the ids of students who both have friends and are liked? <query> ",SELECT DISTINCT student_idFROM (  SELECT student_id  FROM (    SELECT student_id    FROM student    WHERE EXISTS (      SELECT 1      FROM friend      WHERE friend.student_id = student.id    )  ) AS students  WHERE EXISTS (    SELECT 1    FROM like    WHERE like.student_id = students.student_id  )) AS students_liked
900,network_1,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,Show name of all students who have some friends and also are liked by someone else.,"['SELECT', 'T2.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'INTERSECT', 'SELECT', 'T2.name', 'FROM', 'Likes', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.liked_id', '=', 'T2.id']","['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'intersect', 'select', 't2', '.', 'name', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'liked_id', '=', 't2', '.', 'id']","['Show', 'name', 'of', 'all', 'students', 'who', 'have', 'some', 'friends', 'and', 'also', 'are', 'liked', 'by', 'someone', 'else', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show name of all students who have some friends and also are liked by someone else. <query> ","SELECT s.nameFROM student s, likes l, friend fWHERE s.id = l.student_idAND s.id = f.student_id"
